,text,likes,retweets,description,creation_date,following,followers,history_tweets
0,"This is the new iPad Pro, available for $999 and $1299 #AppleEvent",3899,623,The latest Apple news. Not affiliated with Apple Inc.,3:19 AM - 19 Dec 2014,151,867147,6485
