text,likes,retweets,following,followers,history_tweets,tweet_length,tweet_hashtag,tweet_mention,tweet_questionmark,tweet_emoji,bio_length,bio_hashtag,bio_mention,bio_emoji,account_age
"This is the new iPad Pro, available for $999 and $1299 #AppleEvent",3899,623,151,867147,6485,66,1,0,0,0,53,0,0,0,10
