tweet_length,tweet_emoji,tweet_mention,tweet_hashtag,likes,retweets,tweet_questionmark,followers,following,history_tweets,account_age,bio_hashtag,bio_mention,bio_length,bio_emoji,sentiment
66,0,0,1,3899,623,0,867147,151,6485,10,0,0,53,0,1
